screen_name,user_id,location,description,url,gender,party,state,district
RepGraceMeng,1051127714,,"Representing NY's 6th Congressional District - Parts of West, Central and Northeast Queens.

For specific questions or concerns, please contact my office.",http://t.co/P1ajY4Fn,F,D,NY,6.0
SenKevinCramer,1048784496,,Representing the great people of North Dakota in the United States Senate.,https://t.co/M4l7PNHhUi,M,R,ND,
RepDanKildee,1045110018,Michigan,"Honored to represent Michigan's Fifth Congressional District. Born & raised in Flint. @HouseDemocrats Chief Deputy Whip. Proud husband, father & grandfather.",https://t.co/XBl61H6hY5,M,D,MI,5.0
RepMarkTakano,1037321378,"Riverside, CA","Proudly Representing California's 41st District. Chairman: @VetAffairsDems. Member: @EdLaborCmte, @USProgressives, @LGBTEqCaucus, and @CAPAC.",https://t.co/deOAwy64tV,M,D,CA,41.0
RepLipinski,1009269193,,Proudly representing the people of Illinois' 3rd Congressional District. Follow me on Facebook at https://t.co/oqe6Q8PbEE,https://t.co/QEykShdHO4,M,D,IL,3.0
RepDelBene,995193054,,U.S. Congresswoman representing Washington's 1st Congressional District (#WA01),http://t.co/qnvcd0Kg,F,D,WA,1.0
RodneyDavis,993153006,"Taylorville, IL",Proudly representing #IL13 and marginalized Nickelback fans everywhere. Leader of @HouseAdminGOP and member of @TransportGOP and @HouseAgGOP.,http://t.co/foaAG4Df,M,R,IL,13.0
RepDaveJoyce,976969338,"Washington, DC","Father, husband, and former prosecutor proudly representing #OH14",http://t.co/w7lVGg29p2,M,R,OH,14.0
RepThomasMassie,975200486,,"U.S. Rep for KY's 4th District, Chairman 2nd Amdt Caucus, Political Science Denier, Greenest Congressman, MIT '93 SB, '96 SM #sassywithmassie",https://t.co/WWJJaM6jJD,M,R,KY,4.0
SenWarren,970207298,,"U.S. Senator, Massachusetts. She/her/hers. Official Senate account.",http://t.co/wsbNrrUt,F,D,MA,
SenTomCotton,968650362,,U.S. Senator proudly serving the state of Arkansas.,http://t.co/gR93LLUqRV,M,R,AR,
RepMarkMeadows,963480595,"Jackson County, NC","Businessman, husband, and father proudly representing North Carolina's 11th Congressional District. Former Chairman of @freedomcaucus.",https://t.co/NrTi758TXL,M,R,NC,11.0
RepAndyHarrisMD,960962340,Maryland's First District,"Proud to represent MD-01; Anesthesiologist; Dad to Joe, Becky, Irene, Jessica, & Danny; Grandpa to Charles, Abigail, Arthur, Andrew, Camilla, James, & Sylvia.",https://t.co/LI7VqoSoP7,M,R,MD,1.0
RepBera,950783972,"Elk Grove, California","Father, husband, doctor. Proudly representing Sacramento County in the House of Representatives #CA07. 

Chair @HouseForeign Oversight & Investigations Subcmte.",https://t.co/sQPbW1JPOd,M,D,CA,7.0
SenatorHassan,946549322,,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",https://t.co/BxeyYfMTaA,F,D,NH,
RepSwalwell,942156122,"East Bay, CA & DC (CA-15)","Husband & Papa to Nelson/Cricket. CA Congressman @HouseJudiciary/@HouseIntel. Promise of America: if you work hard, you do better & dream bigger #FreedomToDream",https://t.co/tq8A1WWg2Y,M,D,CA,15.0
MikeKellyPA,935368364,"Washington, DC",U.S. Representative Mike Kelly proudly serves the people of Pennsylvania's 16th District (#PA16) and is a member of the House Ways & Means Committee. 🇺🇸🇺🇸,https://t.co/O8oPMeVTSn,M,R,PA,16.0
RepRichHudson,935033864,"Concord, NC",Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.,https://t.co/KyMhp4Akkf,M,R,NC,8.0
PatTiberi,912608010,,"Husband, Father, Son, OSU Alum, TBDBITL, #Buckeye fan.",,M,R,OH,12.0
JimPressOffice,851621377,,"Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.",http://t.co/VNdLE9VEEs,M,R,WI,5.0
KYComer,838462994,"Monroe County, Kentucky","U.S. Congressman (#KY1) Farmer. Former KY Commissioner of Agriculture. Husband to TJ & father of Reagan, Harlan & Aniston.",,M,R,KY,1.0
RepDavidRouzer,834069080,,Congressman from North Carolina's 7th Congressional district,,M,R,NC,7.0
RepDannyDavis,789244177,"Chicago, IL",“The People’s Congressman” US House Representative for Illinois' 7th District. Serving on the 116th Congress Committee on Ways and Means.,https://t.co/N9drWjh1kd,M,D,IL,7.0
RepCummings,787373558,"Baltimore, MD","U.S. Representative from Maryland's 7th District, dedicated to serving and empowering the people I’m sworn to represent. RT's and Follows are not endorsements.",http://t.co/mKxxp6s7Jx,M,D,MD,7.0
RepCartwright,776664410,"Moosic, PA",Proudly representing Pennsylvania's 8th Congressional District.,https://t.co/IwArkZd0HO,M,D,PA,8.0
RoKhanna,771152516,"Silicon Valley, CA",Bridging national divide w/ a 21st century economic vision for new jobs & more pay in places left behind. No PAC $$. Pro-growth progressive. Obama Commerce alum,https://t.co/V5WcBNpxZj,M,D,CA,17.0
MikeCrapo,600463589,"Idaho & Washington, D.C.",United States Senator for the great state of Idaho.,http://t.co/W6cAM2HKzW,M,R,ID,
LacyClayMO1,584912320,"St. Louis, MO","Official Campaign Twitter Account of Lacy Clay for Congress. US Rep, Missouri 1st District. R/Ts & links are not endorsements.",https://t.co/M1086ZAdUj,M,D,MO,1.0
RepDLamborn,584012853,"Colorado Springs, CO",Honored to represent Colorado's 5th District | Member of @HASCRepublicans and @NatResources | Twitter user policy: https://t.co/TqlZjK8r9P,https://t.co/aVNY6LkLMd,M,R,CO,5.0
RepMarcyKaptur,581141508,DC/Toledo/Northern Ohio,Honored to serve the working people of Ohio's 9th District from Toledo to Cleveland & the Great Lake communities between them. Chair: Energy/Water @AppropsDems.,http://t.co/aHDl5vMQ69,F,D,OH,9.0
RepDean,567508925,"Montgomery County, PA","Congresswoman serving Pennsylvania’s Fourth District - Montgomery and Berks Counties | Committees: @FSCDems & @HouseJudiciary | ""Courage is in the air""",https://t.co/NTrI907MCU,F,D,PA,4.0
RepBonamici,558769636,,"Representing Oregon's 1st District. Working to strengthen #PublicEducation, support #WorkingFamilies, & #DefendScience. Proud mom of two grown kids.",http://t.co/4mNk46JctA,F,D,OR,1.0
RepHalRogers,550401754,"Somerset, KY",Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Subcommittee on State and Foreign Operations,https://t.co/MNkQuDdocD,M,R,KY,5.0
RepBradWenstrup,518644221,,"US Representative for the people of Ohio's 2nd District, Physician, Army Reservist, Dad, Lifelong Ohioan",https://t.co/PMxYuFsMOw,M,R,OH,2.0
BettyMcCollum04,516880804,Minnesota,Proudly representing Minnesota's Fourth District in the United States House of Representatives.,https://t.co/EjwVeyAV1e,F,D,MN,4.0
SenatorTester,515822213,Montana,Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.,http://t.co/G4S7FHr0Od,M,D,MT,
daveloebsack,510516465,Iowa's 2nd District,Fighting for the hardworking people of Iowa,https://t.co/kmMHKMAfkT,M,D,IA,2.0
SenJackReed,486694111,"Providence, Rhode Island",Official Twitter feed of Rhode Island’s U.S. Senator Jack Reed.,http://t.co/zRkAemKyYn,M,D,RI,
RepRoybalAllard,479872233,,Proudly representing California’s 40th Congressional District. Follow me at https://t.co/KjVfmF9CaM & https://t.co/Urj0zPAr8d.,https://t.co/LOEn760f8d,F,D,CA,40.0
SenFeinstein,476256944,California,United States Senator from California. On Facebook at: https://t.co/RVLkJPLS9Y,https://t.co/nLdPE0lrC6,F,D,CA,
RepJeffries,467823431,"Brooklyn, NY",Chairman of the House Democratic Caucus. Member of the Judiciary and Budget Committees. Proudly Represent Brooklyn & Queens.,https://t.co/dw6KEYQThe,M,D,NY,8.0
RepRichardNeal,442824717,,"Serving the 1st District of Massachusetts in the US House of Representatives, with 87 cities & towns in western & central MA. Chairman of @WaysMeansCmte.",https://t.co/0gvFZ0xBDb,M,D,MA,1.0
LindseyGrahamSC,432895323,South Carolina,The official Twitter feed for United States Senator Lindsey Graham.,https://t.co/bM2rOxm6ub,M,R,SC,
RepSusanDavis,432771620,,"Proudly representing the 53rd Congressional District of California. Serves on the Committees on Armed Services, Education & Labor, and House Administration.",https://t.co/ahrDcqdrBd,F,D,CA,53.0
GKButterfield,432676344,,"U. S. Representative, proudly serving North Carolina's 1st Congressional District. Follow my work in Washington and #NC01.",https://t.co/TqwPgzUt7E,M,D,NC,1.0
RepRickLarsen,404132211,Washington's 2nd District,"Born and raised in Arlington, Wash. Chair, Aviation Subcommittee",http://t.co/2eHh43tMLB,M,D,WA,2.0
MarkAmodeiNV2,402719755,"Carson City, NV",Proudly representing Nevada's 2nd District,https://t.co/Y3cAorFZKN,M,R,NV,2.0
RepHorsford,389840566,"Nevada, USA",Official Twitter account of Congressman Steven Horsford. Proudly representing the people of Nevada's Fourth Congressional District. #NV04,https://t.co/A9ACM7VdCt,M,D,NV,4.0
RepMcNerney,385429543,"Stockton, CA",Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://t.co/MbFWXH7J,http://t.co/GOFOgB5Ch5,M,D,CA,9.0
RepJohnYarmuth,384913290,"Louisville, KY",Chairman of the House Budget Committee. Congressman representing Kentucky’s Third Congressional District.,https://t.co/SAtBB33YtF,M,D,KY,3.0
SenJohnHoeven,382791093,North Dakota,Official account of U.S. Senator John Hoeven of North Dakota. Chairman of #Agriculture Appropriations & @IndianCommittee.,https://t.co/S1wB3GGEfX,M,R,ND,
RepTerriSewell,381152398,"Washington, DC","Selma native, working #ForThePeople of Alabama's 7th Congressional District

https://t.co/9wsF8jx4Rt",https://t.co/yrYBXVwMho,F,D,AL,7.0
MacTXPress,377534571,United States Capitol,"Tweets from the press shop of US Rep. Mac Thornberry. Mac serves the 13th District of TX, which spans from Amarillo to Wichita Falls & is larger than 13 states.",http://t.co/KnSJ3TPDYS,M,R,TX,13.0
RepSarbanes,364415553,Maryland,"Representing Maryland’s Third District. 
Author of #HR1. Cleaning up corruption #ForThePeople.  
Chair: @House_DRTF.
Member: @OversightDems & @EnergyCommerce.",https://t.co/xkBEGeSvuh,M,D,MD,3.0
RepDevinNunes,344972339,"Washington, DC",,http://t.co/qslO3rsq,M,R,CA,22.0
JaredHuffman,334894942,Northern California,Congressman for CA's 2nd Dist.  Posts on this page authorized by Huffman for Congress.  For my official House of Representatives feed please follow @RepHuffman,http://t.co/vfmUDvrNRS,M,D,CA,2.0
RepLindaSanchez,312134473,"Norwalk, CA & Washington, D.C.",I work for #CA38. 🇺🇸 Fmr. Vice Chair @HouseDemocrats & @HispanicCaucus Chair. Serve on the @WaysMeansCmte. Die-hard @Dodgers Fan. ⚾️,https://t.co/JTupEdadO6,F,D,CA,38.0
RepStephenLynch,310310133,"Washington, D.C. / Boston, MA",The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.,http://t.co/EeBu3zBUBI,M,D,MA,8.0
Call_Me_Dutch,305620929,"Washington, DC","U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.",https://t.co/ICYlxLx1Rg,M,D,MD,2.0
RepBobbyRush,305216911,"Chicago, IL","Official Twitter account of Congressman Bobby L. Rush, proudly representing the 1st Congressional District of Illinois.",https://t.co/m46YtFAWex,M,D,IL,1.0
RepThompson,303861808,"St. Helena, CA",Rep. Mike Thompson represents California's 5th Congressional District and chairs the House Gun Violence Prevention Task Force.,https://t.co/nPlTDENiPK,M,D,CA,5.0
CongPalazzo,299883942,Mississippi,I proudly represent the Fourth Congressional District of Mississippi. For more information on my work in Congress please visit https://t.co/mVuIJhRJpQ.,https://t.co/q9oEpnpFR8,M,R,MS,4.0
SenJohnThune,296361085,,"U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.",http://t.co/OiwOiAFGGw,M,R,SD,
RepAdrianSmith,296245061,"Gering, NE / Washington, DC",Proudly serving the 3rd District of Nebraska in the U.S. House of Representatives,http://t.co/pOBhoFPbKa,M,R,NE,3.0
ConawayTX11,295685416,,"Proud to serve the 11th Congressional District of Texas. Ranking Member of @HouseAgGOP, member of @HASCRepublicans & #HPSCI.",https://t.co/cm0zGBQaLP,M,R,TX,11.0
PattyMurray,293131808,WA & DC,Official account of U.S. Senator Patty Murray (D-WA) | Tweets come from staff unless signed “-PM” by Senator Murray | RT≠endorsement,http://t.co/7bd8QMhqRT,F,D,WA,
SenatorEnzi,291756142,,Mike Enzi is Wyoming’s 20th U.S. Senator. His joy of representing Wyoming is topped by few things. (Being a grandfather and fly fishing are two.),http://t.co/Vxn9wmrQ3U,M,R,WY,
HouseVetAffairs,282093902,"Washington, D.C.",Official Twitter for the House Committee on Veterans’ Affairs Republicans | Proudly Serving America's Veterans and Their Families | Ranking Member @DrPhilRoe,https://t.co/TlTRhKKX5w,,,,
RepWebster,281540744,Central Florida,A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity.,http://t.co/b57txtC4Hx,M,R,FL,11.0
MarshaBlackburn,278145569,"Brentwood, TN",I am honored to serve the people of Tennessee.,https://t.co/sdip4ai5Ok,F,R,TN,
SenBlumenthal,278124059,"Connecticut, USA","Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.",http://t.co/MfF8W57FEu,M,D,CT,
RepZoeLofgren,267938462,,"Member of Congress Proudly Representing CA's 19th Congressional District in Silicon Valley's cities of San Jose, Morgan Hill & Gilroy",http://t.co/gxyqi3ANcp,F,D,CA,19.0
RepRichmond,267854863,,Representing the 2nd Congressional District of Louisiana and the Who Dat Nation. House Democratic Assistant to the Majority Whip. IG: https://t.co/lkfRG1AFXI,https://t.co/pacN0vi7Kh,M,D,LA,2.0
SenatorWicker,264219447,"Mississippi & Washington, DC",Senior U.S. Senator for Mississippi. Chairman @SenateCommerce. Please visit my website for updates.,https://t.co/iD8pcNybj9,M,R,MS,
RepMaloney,258900199,New York City,"Honored to rep #NY12 in the US House. A progressive fmr teacher fighting for #Manhattan, #Brooklyn & #Queens. Proud to wear FDNY coat to #renew911VCF! DMs open",https://t.co/EhTt891RCX,F,D,NY,12.0
RepJoeWilson,254082173,"Springdale, SC",Official Twitter account of U.S. Representative Joe Wilson. Grateful to serve the Second Congressional District of South Carolina.,https://t.co/569jD8U5wS,M,R,SC,2.0
RepTomReed,252819323,,Tom Reed represents New York's 23rd Congressional District,http://t.co/IqT9uqukZl,M,R,NY,23.0
RepPeterDeFazio,252249233,,Representing the 4th Congressional District in Oregon,http://t.co/QVPjYtiwNC,M,D,OR,4.0
RonWyden,250188760,Oregon,U.S. Senator from Oregon. @SenateFinance Ranking Member. Follow @WydenPress for updates from my staff. Instagram: https://t.co/a6CyBjcD79,https://t.co/PeDrcHcuFw,M,D,OR,
SenatorCarper,249787913,Delaware,"Husband, father, proud @USNavy veteran and former governor. U.S. Senator for Delaware and ranking member @EPWDems",http://t.co/0KSoFFra6j,M,D,DE,
SanfordBishop,249410485,Georgia 2nd CD & Washington DC,Proudly representing Georgia's 2nd Congressional District. Chairman of House Appropriations Subcommittee on Agriculture  https://t.co/gQh6pvYihy,http://t.co/ozJucyCFUb,M,D,GA,2.0
RepAnnaEshoo,249348006,"Palo Alto, CA",Representing California's 18th Congressional District--the heart of Silicon Valley.,,F,D,CA,18.0
RepBarbaraLee,248735463,"Washington, DC and Oakland, CA","Progressive Democrat representing the #EastBay. Promoting justice for all, peace, & human rights. @ProChoiceCaucus Co-Chair. Proud member of the #resistance.",https://t.co/hfpx6kAg4s,F,D,CA,13.0
sethmoulton,248495200,"Salem, MA","Father, husband, Marine, Congressman. It's time for a new generation of leadership.",https://t.co/h0AgFFroQ6,M,D,MA,6.0
SenatorDurbin,247334603,,Serving the people of Illinois. Democratic Whip.,https://t.co/75Y2c3yeVH,M,D,IL,
HouseJudiciary,246357149,"Washington, D.C.","Proudly working to protect and defend the safety, privacy, consumer rights, civil rights and civil liberties of all Americans. Chairman @RepJerryNadler ⚖",https://t.co/Ka04Cz8EB3,,,,
RepJimCosta,245451804,,Costa represents California's 16th District. He serves on the Agriculture & Natural Resources Committees. This account is for official use only.,https://t.co/RAnctTNS0I,M,D,CA,16.0
HerreraBeutler,242926427,,"I'm proud to have grown up in SW WA, and honored to represent this wonderful region in the U.S. Congress. Sign up for my e-newsletter ➡️ https://t.co/pMK3BznGfq",https://t.co/gt4OmCDBVX,F,R,WA,3.0
RepTipton,242873057,"Cortez, CO","Proud to Represent the people of #Colorado's 3rd Congressional District. Member of @FinancialCmte, & Vice Chairman of @westerncaucus",https://t.co/mPBCduxaJ7,M,R,CO,3.0
SenatorLeahy,242836537,"Washington, DC",,http://t.co/yrKgLVIocD,M,D,VT,
RepFrankLucas,242772524,"Cheyenne, OK","Husband, Dad, 5th Generation Oklahoman. Ranking Member @housesciencegop. Proudly representing Oklahoma’s Third Congressional District.",https://t.co/S3duYhCDDn,M,R,OK,3.0
SenWhitehouse,242555999,Rhode Island,"U.S. Senator from Rhode Island, the Ocean State.",https://t.co/zi0ijI1KND,M,D,RI,
RepMcGovern,242426145,"Massachusetts, USA",Dad. Husband. #Worcester born & raised. Chairman of @RulesDemocrats & @CECCgov. Co-Chair of @TLhumanrights. Fighting to #EndHungerNow #OverturnCitizensUnited,https://t.co/f2XcW4hsKs,M,D,MA,2.0
RepYvetteClarke,240812994,"Brooklyn, NY",Representing New York’s 9th Congressional District. Brooklyn bred. Vice Chair of @EnergyCommerce // press: sarah.sinovic@mail.house.gov,,F,D,NY,9.0
RepGosar,240760644,,"Representative for AZ’s 4th District, Chairman of @WesternCaucus, Republican Leader of Energy & Minerals @NatResources. #BuildTheWall #MAGA 🇺🇸",https://t.co/fETcpzL0kG,M,R,AZ,4.0
RepMcKinley,240427862,,Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee. Staff-run account,http://t.co/5H1HsbP76e,M,R,WV,1.0
RepJeffDuncan,240393970,"Laurens, SC","Christian, husband, father, small business owner. Lover of football & the outdoors. Employee for the people of SC's Third Congressional District. Call me Jeff.",https://t.co/SmkIIIu2vS,M,R,SC,3.0
HomelandGOP,239964567,"Washington, DC",News & updates from U.S. House of Representatives Homeland Security Committee Republicans. Led by @RepMikeRogersAL (R-Ala.).,https://t.co/rwSWECGt8h,,,,
RepKarenBass,239949176,Los Angeles & Washington,"Representing California's 37th District, which includes Los Angeles, South LA, and Culver City. https://t.co/XHzgMSAQAc",http://t.co/1QNH7tmurQ,F,D,CA,37.0
RepWalberg,237862972,MI 7th Congressional District,"Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook https://t.co/s2yk4ilkLp",https://t.co/oFV7u1ZvSM,M,R,MI,7.0
RepHartzler,237763317,"Harrisonville, Missouri",I serve the hardworking Missourians of #MO4. Working to reduce big govt. burden & unleash American spirit. On Armed Services and Agriculture Committees.,http://t.co/67BpQ5eROP,F,R,MO,4.0
RepSteveChabot,237750442,Cincinnati,"Husband, grandpa, public servant, & proud Cincinnatian. Chairman of @HouseSmallBiz & senior Member on @HouseJudiciary & @HouseForeign.",https://t.co/uGxNrFAFsk,M,R,OH,1.0
RepBillFlores,237312687,17th District of Texas,"I serve hardworking Texas families in District 17 to rebuild our national security, improve economic opportunity, and protect our Constitutional liberties.",https://t.co/sdeY8itPYQ,M,R,TX,17.0
RepMoBrooks,237299871,Alabama,"Thanks for following Alabama’s 5th District Congressman. Political discourse welcome. BLOCKED: Profanity, defamation, lying. PLEASE RETWEET GOOD INFO!",http://t.co/XErdLh9N6C,M,R,AL,5.0
SenGaryPeters,236511574,,U.S. Senator proudly representing the state of Michigan.,http://t.co/LDQSc7zibg,M,D,MI,
NormaJTorres,236279233,,U.S. Representative for California's 35th District. @AppropsDems @RulesDemocrats,https://t.co/U117m1MF5R,F,D,CA,35.0
DesJarlaisTN04,235312723,,Individual Rights. Small Government. Strong Defense. Representing Tennessee's 4th District in Congress.,,M,R,TN,4.0
SenCoryGardner,235217558,Colorado,Proudly serving the state of Colorado in the United States Senate. This is my official Senate Twitter account.,,M,R,CO,
RepChuck,235190657,"Washington, D.C./TN-03",My official House office Twitter account. I work for the people of TN-03.,http://t.co/BanS9JzDxx,M,R,TN,3.0
RepBobGibbs,234822928,US Congress,R-OH https://t.co/2BckMkGpZV,https://t.co/PQvRKDIC74,M,R,OH,7.0
RepLarryBucshon,234812598,Indiana's 8th District,Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38gWLlg,https://t.co/wPeLTvPae3,M,R,IN,8.0
AustinScottGA08,234797704,"Tifton, GA",I am proud to represent the 8th Congressional District of Georgia. | Committees: @HASCRepublicans and @HouseAgGOP | Also at https://t.co/gEh48fmc4Q.,http://t.co/GQwXIhub9a,M,R,GA,8.0
HouseAgGOP,234573331,"Washington, DC",News and updates from Ranking Member K. Michael Conaway (TX-11) and the House Agriculture Committee Republicans.,https://t.co/uOxGCh55qL,,,,
rep_stevewomack,234469322,Arkansas's 3rd District,Proud to serve the folks of Arkansas's 3rd District. Ranking Member of @HouseBudgetGOP.,https://t.co/2iFHpbXo1l,M,R,AR,3.0
Sen_JoeManchin,234374703,"West Virginia, USA","U.S. Senator for #WV. Ranking member @EnergyDems. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.",http://t.co/KZ8ptSeHhI,M,D,WV,
SenToddYoung,234128524,Indiana,I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.,https://t.co/IhAAMvhCKv,M,R,IN,
RepMGriffith,234057152,9th District of Virginia,Congressman Griffith represents the 9th District of Virginia in the U.S. House of Representatives.,http://t.co/DxAGNTJ5Ux,M,R,VA,9.0
RepWilson,234014087,Washington DC,Former educator & state legislator; founder & chair of FL Ports Caucus; founder of 5000 Role Models of Excellence Project; #WHEREARETHEGIRLS?,https://t.co/nl0nWWKHtj,F,D,FL,24.0
RepHuizenga,233949261,"2nd District, MI",I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!,http://t.co/F9UwL81Pr9,M,R,MI,2.0
justinamash,233842454,Third District of Michigan,"I defend #liberty • “Laws must be general, equal, and certain.” —F.A. Hayek",,M,,MI,3.0
SenRonJohnson,233737858,"Oshkosh, WI",Chairman of the Homeland Security and Governmental Affairs Committee & the Subcommittee on Europe & Regional Security Cooperation. Tweets from Ron are signed–rj,http://t.co/uMmOdTCWwT,M,R,WI,
RepRickCrawford,233693291,"Washington, DC","Representing Arkansas's 1st District in the United States House of Representatives. Serve on @HouseAgGOP, @TransportGOP, and House Intelligence Committee",https://t.co/Bh2OlD3a1Q,M,R,AR,1.0
USRepKeating,232992031,"Bourne, Ma","Official Twitter page. Chairman of Europe, Eurasia, Energy, & the Environment Subcommittee & senior Member of Armed Services Committee.",http://t.co/QaDOYmqOzS,M,D,MA,9.0
JoaquinCastrotx,231510077,"San Antonio, Texas",Texas Congressman; Chairman of @HispanicCaucus; Vice Chairman of @HouseForeign; Member of @HouseIntel and @EdLaborCmte Commitees; host of @DiploCable.,https://t.co/kGmhJFxmq0,M,D,TX,20.0
RepBrendanBoyle,231108733,Philadelphia and Washington,"Congressman from my hometown: Philadelphia, PA. Notre Dame & Harvard alum. Husband, dad and eternally hopeful Philly sports fan.",https://t.co/oaFinPKbyy,M,D,PA,2.0
RepDavid,229197216,Arizona,Avid hiker and coffee enthusiast who is proud to represent Arizona's 6th Congressional District in the U.S. House of Representatives.,https://t.co/bsAbCTNenN,M,R,AZ,6.0
SenatorLankford,225921757,"Oklahoma and Washington, DC",Serving the State of Oklahoma in the United States Senate,https://t.co/TAadQRBWvo,M,R,OK,
HouseAdmnGOP,224391627,1216 LHOB,"Committee on House Administration, Republican Office - Ranking Member Rodney Davis (R-IL)",https://t.co/69HpHnPq1V,,,,
RepMarthaRoby,224294785,,I am honored to represent Alabama’s Second Congressional District in the U.S. House of Representatives.,https://t.co/nPA2X3gwgx,F,R,AL,2.0
SenatorBennet,224285242,Colorado,U.S. Senator for Colorado,http://t.co/bQVU54FnhE,M,D,CO,
NitaLowey,221792092,"New York and Washington, D.C.",Proudly representing NY17. @AppropsDems Chairwoman. RTs/follows ≠ endorsements. Newsletter sign-up: https://t.co/JSmr63CIAQ,https://t.co/VoLfqiVvjx,F,D,NY,17.0
SenToomey,221162525,,Official Twitter account for Pat Toomey. Husband. Father. U.S. Senator for Pennsylvania.,http://t.co/7dKjJ0xolY,M,R,PA,
RepKinzinger,219429281,"Channahon, IL",I represent Illinois' 16th District. It's an honor to serve in Congress on @HouseCommerce @HouseForeignGOP & to serve as a pilot in the Air National Guard.,https://t.co/GgL4IzZXrZ,M,R,IL,16.0
SenatorTimScott,217543151,,U.S. Senator from South Carolina,https://t.co/EoB6giYuOp,M,R,SC,
RandPaul,216881337,"Bowling Green, KY","U.S. Senator for Kentucky | I fight for the Constitution, individual liberty and the freedoms that make this country great.",https://t.co/V4RkZkfWyy,M,R,KY,
RepBillJohnson,211530910,Eastern/Southeastern Ohio,Proudly representing #Ohio's 6th Congressional District. Energy Enthusiast. Veteran. Husband. Father. Grandfather.,http://t.co/qiTALKWyNZ,M,R,OH,6.0
RepSteveStivers,211420609,,Proud to represent the citizens of Ohio's 15th Congressional District.,http://t.co/ccc8OvsbWo,M,R,OH,15.0
RepCuellar,210926192,"Laredo, Texas / Washington DC",Proudly representing the 28th Congressional District of Texas.,https://t.co/02ZzxxTual,M,D,TX,28.0
SenJohnBarrasso,202206694,,"U.S. Senator for the great state of Wyoming, @SenateGOP Chairman, and Chairman of @EPWGOP.",http://t.co/oAKWpUrAWS,M,R,WY,
RepAndreCarson,199325935,Indianapolis,The official Twitter account for Congressman André Carson of Indiana's 7th District. #Indianapolis #Indy,http://t.co/SDbjhU0u5K,M,D,IN,7.0
RepBenMcAdams,196362083,"Utah, USA",The official Twitter account for Utah's 4th Congressional District representative,https://t.co/12wZyksOHt,M,D,UT,4.0
RepVisclosky,193872188,"Northwest, IN - Washington, DC","Tweets from the Office of Congressman Pete Visclosky, proudly representing the people of Indiana's First Congressional District. Policy: http://t.co/Wi81U7L5zE",http://t.co/NunATQ3IeS,M,D,IN,1.0
SenCapito,193794406,,Proudly serving West Virginia in the United States Senate.,http://t.co/s6UUsbxSHW,F,R,WV,
RepJudyChu,193732179,"Pasadena, CA",Proudly representing California's 27th District in the U.S. House of Representatives. Ways and Means. Small Business. Chair of @CAPAC.,http://t.co/ifzdjzHS3k,F,D,CA,27.0
RepTomGraves,190328374,"Washington, DC","Dad, husband, and conservative Republican representing Georgia's 14th Congressional District. #GA14",https://t.co/cRm0yQofdy,M,R,GA,14.0
WhipClyburn,188019606,"Washington, DC",Majority Whip in the U.S. House of Representatives; representing South Carolina's 6th District.,https://t.co/uCL4fDYXSY,M,D,SC,6.0
timkaine,172858784,"Richmond, VA","Husband to @AnneHolton, father of 3. U.S. Senator from Virginia. In my free time, I’m either outdoors, reading, or jamming on the harmonica.",https://t.co/YNK0Xrmt2G,M,D,VA,
SenBobCasey,171598736,"Scranton, PA",Official twitter profile for U.S. Senator Bob Casey.,https://t.co/EghtimAhrt,M,D,PA,
repdavidscott,168673083,Georgia,"Representing Georgia's 13th Congressional District including Cobb, Douglas, Fayette, Fulton, Clayton, and Henry Counties.",http://t.co/86ovd85h30,M,D,GA,13.0
RepEBJ,168502762,"Dallas, Texas","14th term representing TX-30; Chairwoman of the House Committee on Science, Space and Technology; Dean of the Texas Delegation; 1st Registered Nurse in Congress",http://t.co/bIJXUYo21y,F,D,TX,30.0
NydiaVelazquez,164369297,NYC and DC,Represents New York's 7th Congressional District in the U.S. House of Representatives. Chairwoman of House Small Business Committee. Follow us @HouseSmallBiz,https://t.co/Gahd1XU986,F,D,NY,7.0
