tweet_id,text,created,retweet,user_id
1195791587827056640,"I am heartbroken to hear of the senseless act of violence at the Pleasantville High School football game Friday evening. My thoughts are with the victims and their families, as well as all those affected. Unfortunately thoughts won’t help parents feel safe",2019-11-16 19:51:45,False,1083469084648505344
1195770651874877441,REMINDER: Join me for our tenth town hall of the year tomorrow at Sequoyah Middle School in Edmond from 4-6 PM. https://t.co/Y5qQE45F3K,2019-11-16 18:28:34,False,1083019402046513152
1195787294873137152,Completely agree @SenWarren. Private equity firms epitomize Wall Street greed and are destroying jobs for working people all across the country. That’s why I’m proud to work with you and sponsor the Stop Wall Street Looting Act in the House. https://t.co/xl1zoJzM1Y,2019-11-16 19:34:42,False,1082427779583541248
1195755912314507264,"📖Book of the week: American Moonshot

JFK unified our country behind a noble &amp; seemingly impossible scientific achievement.

Today, China challenges us in space like the Soviets did in the 1960s.

Moral of the story: America can't be #1 in the world but #2 in space! 🚀 https://t.co/2n9E79CR3l",2019-11-16 17:30:00,False,1082416697380913152
1195506960310910976,"Earlier this year, I requested a closer look into the serious irregularities in Army Lieutenant Clint Lorance's case. 

Glad to see this news. 

Thank you, @realDonaldTrump! 🇺🇸 https://t.co/rrgcUlbGfD",2019-11-16 01:00:45,False,1082416697380913152
1195506770547863552,"Attended the Embassy of Afghanistan’s reception honoring U.S veterans as the guest of Ambassador Rahmini last night! 

Thank you for honoring the brave men and women fighting for security and democracy around the world. 🇺🇸🇦🇫 https://t.co/FqzIvCAM3u",2019-11-16 01:00:00,False,1082416697380913152
1195467129371402240,"Good for @SenRickScott @LindseyGrahamSC America cannot accept Russian-made S-400 air defense systems on Turkish soil, collecting data on our most advanced aircraft! https://t.co/r81TO0DVHi",2019-11-15 22:22:29,False,1082416697380913152
1195437786951831552,"Congrats to @JdeGrom19 from DeLeon Springs for winning two straight Cy Young Awards! 

Volusia County has produced two amazing All-Star baseball players, including the great @RealCJ10! A home run for our district, @Mets &amp; @StetsonU! ⚾️ https://t.co/F4ORpsjBEz",2019-11-15 20:25:53,False,1082416697380913152
1195469296794779648,Hi everyone! Here’s an update on what I’ve been up to this week. #McBathMinute https://t.co/ondEScF0sI,2019-11-15 22:31:05,False,1082380458976051202
1195706727250964480,"#HayesInYourHouse: Congratulations to all the #FutureFarmersofAmerica award recipients at tonight’s #FFA Parent-Member Banquet at #HousatonicValleyRHS! Your dedication, education, and leadership in the Ag sector are the pride of CT-05! https://t.co/MptEQcuZLk",2019-11-16 14:14:33,False,1082086081238102018
