tweet_id,text,created,retweet,user_id
1199469930183307266,"Congratulations, @HillsboroughSch, for being named one of the best urban school districts in the nation for the second time in a row! #Florida #FL15 https://t.co/qB3x3F4LJ4",2019-11-26 23:28:11,False,1090328229548826627
1199368595651862529,"This Thanksgiving, I have a lot to be thankful for. Of them is the ability to help those who need it most. 

That is why I have introduced the HOPE for Victims of #HumanTrafficking Act. Learn more about this bill here: https://t.co/Bb8WJIX5y3 #FL #Florida https://t.co/vjVMKGv11a",2019-11-26 16:45:31,False,1090328229548826627
1199441818150211585,"This Thanksgiving, it is important for residents of America’s largest turkey producing state to keep in mind @USDA’s tips for safely preparing and cooking your #ThanksgivingTurkey https://t.co/MjO5148AE6",2019-11-26 21:36:28,False,1083474782602125318
1199365718292209666,"My office was falsely accused of not attending one of our Mobile Office Hours (MOH) sessions. We take every opportunity to address constituents’ concerns and gain their views, and we will continue to do so in the friendly manner that MOH provides. #MN01 https://t.co/y6PfDTijP8",2019-11-26 16:34:05,False,1083474782602125318
1199405877989724160,Thank you to everyone that came out today to discuss my work on lowering prescription drug prices in Barrington. High prescription drug prices hurt far too many #IL06 families and seniors. I won’t stop fighting until we get results. https://t.co/MJpcRz5DLS,2019-11-26 19:13:39,False,1083472286089396224
1199703675242872832,"As we approach #Thanksgiving, I'm grateful for the incredible people who make up #OK5. Since my swearing in, I have met so many thoughtful, kind, committed and engaged Oklahomans. I'm honored to be your voice in Congress and proud to represent such remarkable people. https://t.co/mSu9q9dAOl",2019-11-27 14:57:00,False,1083019402046513152
1199445939825577984,"While the holidays are a special time for family and friends, many men and women in our Armed Forces spend the season far from loved ones. That's why my office is launching a Holiday Cards for Heroes program- drop off a holiday card for a service member at our office thru Dec. 13 https://t.co/Sr2Gkx7UsA",2019-11-26 21:52:51,False,1083019402046513152
1199404777974595584,Thanks to @okcrotary for inviting me to speak with you today! OKC’s Downtown Rotary is @Rotary’s largest chapter! Rotary’s motto “Service Over Self” and their work for our community are truly examples of the Oklahoma Standard. https://t.co/P15DNYO2Ol,2019-11-26 19:09:17,False,1083019402046513152
1199524186135248897,".@realDonaldTrump is poised to declare certain dangerous Mexican drug cartels as Foreign Terrorist Organizations (FTOs). 

Here is my full statement: https://t.co/DU7TrBK4xp

#HR1700
#EndBorderCrisisNow",2019-11-27 03:03:46,False,1082790600292925440
1199519975276503041,"The news that @realDonaldTrump is poised to declare certain dangerous Mexican drug cartels as Foreign Terrorist Organizations is a huge development in taking on the absolute evil they perpetrate on Americans, our friends in Mexico, and migrants seeking a better life",2019-11-27 02:47:02,False,1082790600292925440
