tweet_id,text,created,retweet,user_id
1191398151397220352,"In Mankato this morning to address @MNTransportAll. I highlighted our bipartisan work to improve infrastructure, especially our effort to gain a $25 million federal DOT BUILD grant to complete the Highway 14 Corridor Project (Nicollet to New Ulm). #MN01 https://t.co/bn701mkkmx",2019-11-04 16:53:49,False,1083474782602125318
1191425903177453568,This ceremony was particularly special for me because I had the privilege to honor my father for his service during the Vietnam War. https://t.co/lR6lKiS4IP,2019-11-04 18:44:05,False,1083472286089396224
1191425849918197760,"Yesterday, I held a ceremony in Wheaton to honor and thank Vietnam era Veterans for their courageous service. For some of these men and women, it was the first time they had ever been formally thanked for their bravery and patriotism. https://t.co/JoGB6am3tv",2019-11-04 18:43:52,False,1083472286089396224
1191369513842941952,"Beginning October 1, 2020, every air traveler over 18 years of age will need a REAL-ID compliant drivers license or another acceptable form of ID to fly. If you want to avoid any headaches, please remember to get your REAL ID by October 1, 2020.

https://t.co/wDEjuLnYqq",2019-11-04 15:00:01,False,1083125649609506816
1191439363093270528,"""It is time for Republicans to offer a true vision for health care reform that will inspire a new generation of Americans to believe in what is possible, not just in what the government says you must have.""

#HealthCare4U @RSC 

https://t.co/yC8Z02tIq2",2019-11-04 19:37:34,False,1082790600292925440
1191438902382473216,"#TX21 

https://t.co/Nsvs5vNm8v",2019-11-04 19:35:44,False,1082790600292925440
1191425602290626561,"No surprise that Texas is the best state for women (or anyone) to start their own business? Why? Texas promotes innovation, entrepreneurship, and rewards business owners, rather than stymieing them with regulation and higher taxes.

https://t.co/NBsjfTiqD7 via @nypost",2019-11-04 18:42:53,False,1082790600292925440
1191402282090450952,"The Paris Agreement is not an effective way to make our communities and economy resilient to environmental and security challenges. It would do very little to achieve the stated objectives, clearly demonstrated by China, who continues to pollute and emit CO2 at record levels...",2019-11-04 17:10:13,False,1082790600292925440
1191383433534148610,"Mr. Zuckerberg's testimony was a chance to clear up some of the confusion about #Libra, but it created more questions than answers. I pressed Zuckerberg to commit to a regulator, but he refused. That’s why I introduced the #KeepBigTechOutofFinance Act. @steelewheelz @STOmarova https://t.co/djLMwuAZLH",2019-11-04 15:55:20,False,1082427779583541248
1191423659858157569,"Starting this #VeteransDay weekend, I will be personally interviewing veterans in our area whose accounts of combat &amp; service will be archived in the Library of Congress.

If you're a fellow veteran interested in participating, please apply below:
https://t.co/AZv75wtjlS https://t.co/shiySyRCKO",2019-11-04 18:35:10,False,1082416697380913152
1191438166051479553,"Thank you @annapoetic for stopping by to discuss how to help Sabathani Community Center.

Community centers like these help Minnesotans strive for a more inclusive, heathy and safe community. 💙 https://t.co/mMyzCu4GL4",2019-11-04 19:32:49,False,1082334352711790593
1191381739995832323,"|￣￣￣￣￣￣￣￣￣￣￣|
|   #CancelStudentDebt    |
|      and                               |
|     @BetsyDeVosED         |
|＿＿＿＿＿＿＿＿＿＿＿| 
              \ (•_•)  /
                \      / 
                   ---
                  |   |
https://t.co/fExhSJICu6",2019-11-04 15:48:36,False,1082334352711790593
1191395336117530625,Tomorrow is #ElectionDay. Make sure to get out and make your voice heard! https://t.co/DlzLAGb4Dv,2019-11-04 16:42:37,False,1082086081238102018
1191434541430427649,"Rep. Rose has resumed his official duties following a family emergency. He left D.C. on Wednesday when his wife, Chelsea, was hospitalized unexpectedly and subsequently suffered the loss of their expected son. 

The couple released the following statement: https://t.co/4gwpP8bAig",2019-11-04 19:18:25,False,1081312310059253763
1191381945264926721,"If you plan to renew your Tennessee driver's license this month, remember the required documents for a #RealID. 

In Tennessee, the Real ID process is led by the TN Department of Safety and Homeland Security.

More information is available here ⬇️ https://t.co/OzLXGNSmiP",2019-11-04 15:49:25,False,1081312310059253763
1191428319071350790,November is National U.S. Navy #AircraftCarrierMonth and a time to honor not only those who serve aboard our nation’s carriers but the industrial base that contributes to their construction and maintenance. Thank you all for your service. https://t.co/jqaKi4b7mz,2019-11-04 18:53:41,False,1081240074946252801
1191440914729832451,"Our neighbor Michael Nguyen—a loving husband &amp; father, an active church member, and a proud American citizen—remains imprisoned in Vietnam. His appeal is this week. It’s time for him to come home. https://t.co/E78W8dJV1c",2019-11-04 19:43:44,False,1081222837459996672
1191406802874839040,"Glad to see @BankofAmerica join @BizRoundtable in saying that corporations should create value for all stakeholders⁠—including employees⁠—not just shareholders, and then also match their words with action.

@jpmorgan should follow suit.

https://t.co/3t840vQpPl",2019-11-04 17:28:11,False,1081222837459996672
1191414868584198144,"As a Navy veteran, I know the impact that my deployment had on my family. November is Military Family Month, and I would like to recognize the military families in #CA39 and throughout America. We honor your dedication to our military.",2019-11-04 18:00:14,False,1080986167003230208
1191429397200412679,"Access to adequate health care is a vital part of the transition to civilian life for women Veterans, and the Rome Women’s Community-Based Outpatient Clinic will help ensure Mohawk Valley women Veterans know where to go for health care and support. https://t.co/aOAyNSh9xe",2019-11-04 18:57:58,False,1080978331535896576
1191390924892446721,"Our Veterans served our country and I am thankful for the opportunity to serve them at our Veterans Appreciation Breakfast this morning. If you or a Veteran you know are having trouble accessing the VA benefits you earned, call our Utica office at (315) 732-0713. https://t.co/T4mZKz1Tzk",2019-11-04 16:25:06,False,1080978331535896576
1191376787172974593,"ONEIDA COUNTY FLOODING UPDATE: If your home or business was affected by recent flooding, you can apply for help across the county. I commend officials from Oneida County for stepping up to assist property owners. Here’s the full list of emergency centers: https://t.co/0jdW7Ajb5X",2019-11-04 15:28:55,False,1080978331535896576
1191405826017255424,"In advance of tomorrow's hearing on data security, Senator Josh Hawley sat down with @axios to discuss the threat Americans face when U.S. companies choose Chinese profits over American values &amp; security concerns with Chinese owned companies like TikTok. https://t.co/vRgdgnxt0m",2019-11-04 17:24:18,False,1080960924687704064
1191383014418370562,"TOMORROW /// @senjudiciary Crime &amp; Terrorism Subcommittee Chair, Sen. Hawley, will explore security concerns raised by big tech platforms like Apple and TikTok collecting vast amounts of user data, and the threats American face from nations like China getting ahold of their data. https://t.co/RnLHH8DTyC",2019-11-04 15:53:40,False,1080960924687704064
1191414312801320961,"Last week, I worked in Washington to bring accountability and representation for our community. From committee hearings to important bill introductions to advocating for my constituents, we made long strides this week. Read about it all below ⬇️https://t.co/LQNRufuMIH",2019-11-04 17:58:02,False,1080941062028447744
1191412695624568833,"‼️ ATTN STUDENTS ‼️

Interested in gaining government experience? Apply for our congressional internship program! 

Apply here: https://t.co/gd1tFMFYxR 

Share this post with any hardworking, fast-paced students in your life. https://t.co/IxpJLMvQj3",2019-11-04 17:51:36,False,1080941062028447744
1191388051840413697,This heartless destruction of human life and a precious ecosystem is a disgrace. It’s time to put people over profits! https://t.co/URnBIScgzT,2019-11-04 16:13:41,False,1080941062028447744
1191371532158873601,I am introducing a plan to address Cuban family separation that will unite my constituents with their loved ones less than 100 miles off our shore. My proposal is simple: Restart the Cuban Family Reunification Parole Program #CFRP https://t.co/ix1a0lAdup,2019-11-04 15:08:02,False,1080941062028447744
1191361545177124865,"The District Office in Somerville will be closed tomorrow, November 5th due to Election Day. For assistance please call the DC Office at 202-225-5361. Mobile office hours in Westfield will resume on the first and third Tuesday of the month on November 19th https://t.co/LeaSgRs4MX",2019-11-04 14:28:21,False,1080898026418384897
1191427248085225472,"Thank you to the @DSMH2O for hosting a great round table and tour to discuss water quality issues that affect over 500,000 central Iowans. https://t.co/bbaPjIlZDG",2019-11-04 18:49:26,False,1080865917377097728
1191365732195557379,"This weekend I sent a letter to eight different Federal Agencies requesting detailed information about where Congressionally allocated disaster relief funding has been spent, and how much has gone to Iowa. https://t.co/a7tq54gCXt",2019-11-04 14:44:59,False,1080865917377097728
1191394518232453123,"This weekend the #NationalDebt surpassed $23 trillion. Our nation's spending is out of control.
 
Meanwhile, Democrats are introducing policy that will blow that number out of the water. 

Congress needs to take control of this situation and start spending our money responsibly. https://t.co/9jczb8JHfG",2019-11-04 16:39:22,False,1080854935535800320
1191426829384597507,"Our delegation is working to address water shortages that result from a changing climate. Our bill will empower local communities including Pueblos along the Rio Grande, conserve water resources, and prepare for a future of climate change. #ActOnClimate https://t.co/EAfoIoyaPx",2019-11-04 18:47:46,False,1080695666760929280
1191353384802095105,"This is emblematic of the violence facing Amazonian indigenous defenders of their territories and forests. The Brazilian authorities must take urgent action to bring these perpetrators to justice &amp; address the threat across the Amazon.
https://t.co/ahczAvg7qX",2019-11-04 13:55:55,False,1080695666760929280
1191396507251023873,"It was a pleasure to join @TinaT_TX from @AARPTX for a Teletown Hall on the soaring costs of prescription drugs in America.

No American should have to decide between buying life saving medication and making ends meet. We must #LowerDrugCosts #ForThePeople! https://t.co/RbkXToORbK",2019-11-04 16:47:17,False,1080587263132733442
1191379402006900737,"Freedom of the press is a cornerstone value of our democracy. 

Congratulations to the @TexasTribune on 10 years of nonpartisan news and exceptional public service journalism. 

Thank you for everything you do in search of the truth and to uphold our democracy. https://t.co/SNfKdESZPW",2019-11-04 15:39:18,False,1080587263132733442
1191354434716127232,"Last year, Trump shut down the govt for 35 days. His actions hurt working families and cost our economy billions.

Yesterday, he refused to commit to keeping the govt open at the end of the month over #Impeachment.

Our country deserves better!

https://t.co/FTFxWwfMUk",2019-11-04 14:00:06,False,1080587263132733442
1191429392100147203,"Community connectivity is a matter of economic justice. When our infrastructure prioritizes #sustainability and #connectivity across communities, neighborhoods thrive. TY @BECMAinc for inviting me to talk #infrastructure and infrastructure equity at @massblackexpo. https://t.co/NYmOw2OlsX",2019-11-04 18:57:57,False,1080584229510172678
1191437440562728963,"Thanks to @realDonaldTrump’s support, the American people saw this tweet more than 1.5M times!

It is important to share the truth with America – the President has not received due process, people are kept in the dark, &amp; selective information is leaked. https://t.co/LYKQn5f63h",2019-11-04 19:29:56,False,1080574793630527505
1191367264991354880,"A thoughtful and well-respected leader, Congressman Bill Hughes championed groundbreaking environmental protection laws in Congress, protecting iconic NJ treasures like the Pinelands and the Jersey Shore. His service is an inspiration to us all. https://t.co/WHqCVV2dDf",2019-11-04 14:51:05,False,1080569698536878081
1191410022498127872,"Too many Americans are being crushed by the unaffordable cost of prescription drugs. It doesn’t have to be this way. We can do better, and with my plan, we will be one step closer. #ForThePeople
https://t.co/69P7GZVx2H",2019-11-04 17:40:59,False,1080539438508400642
1191391082229227522,Great news for #VA05 this morning!  The @USDA is awarding a $3.7 million grant to expand broadband in Brunswick and Mecklenburg counties.  This is a big step for Southside Virginia and I will continue to work to expand broadband access in #VA05. https://t.co/1hFtXeU0EE,2019-11-04 16:25:43,False,1080504024695222273
1191375694875516928,"Great to be with you this weekend, @RobWittman - It is past time to pass the #USMCA, which will be a big win for Virginians! https://t.co/lWYPkfvpON",2019-11-04 15:24:35,False,1080504024695222273
1191418657555013632,"I’m thankful for everything the Ulster County Veterans Service Agency does to help veterans in the region access their medical, disability, pension, and education benefits. We’re working together to make sure upstate veterans get the benefits they’ve earned. https://t.co/n1lXix2reg",2019-11-04 18:15:18,False,1080485692298444800
1191411246903517189,Sullivan County: I’m holding my 28th town hall on Saturday in Loch Sheldrake. Come by with your questions and share your priorities. Hope to see you there. https://t.co/pJY2KC11IS https://t.co/KTBno7yyvd,2019-11-04 17:45:51,False,1080485692298444800
1191400853745352709,"Great to meet with Stephen Van Tassell, fourth-generation dairy farmer in Dutchess, to follow up on our conversation at the Rhinebeck Grange event and talk about solutions to the challenges dairy farmers are facing. https://t.co/XgbOZkhCgM",2019-11-04 17:04:33,False,1080485692298444800
1191373911239335936,Today: members of my staff are holding mobile office hours in Greene &amp; Rensselaer counties to bring resources from my office closer to you. Details: https://t.co/UV8hFzaCf5 https://t.co/LCVuWdpi9O,2019-11-04 15:17:29,False,1080485692298444800
1191442134840336385,.@RepAdamSchiff is once again manipulating the public and selectively releasing some transcripts while concealing others—only more proof of his total dishonesty and the need for him to be removed!,2019-11-04 19:48:35,False,1080477288955826176
1191422477458690048,"It’s shocking that Democrats are impeaching the President over withholding aid from Ukraine, when they just voted in the Senate to withhold aid from Ukraine by blocking the spending bill.
https://t.co/AZGCloiv8D",2019-11-04 18:30:28,False,1080477288955826176
1191413400129200129,"""Americans should be concerned about the denial of fundamental constitutional rights to the president of the United States. If it can happen to him, whom can’t it happen to?"" - @RepSteveChabot and @JimPressOffice 

https://t.co/5stwdFEFSt",2019-11-04 17:54:24,False,1080477288955826176
1191398256019939328,"#Iran's announcement today, on the 40th anniversary of the U.S. Embassy takeover in Tehran, is a sobering reminder of the threat Iran poses to the United States and the rest of the world. https://t.co/rpGq4nEo7Y",2019-11-04 16:54:14,False,1080477288955826176
1191433171142885377,This is such great news! The Snoqualmie Tribe will again own an integral and magnificent part of their ancestral land and I join them in celebration. I would like to recognize both the Snoqualmie and Muckleshoot Tribes for finalizing this historic agreement. https://t.co/ehgs1oQlXX,2019-11-04 19:12:58,False,1080462532815532032
1191425921963700225,"Congrats to our very own Leavenworth JROTC Raider team @LHS_JROTC for winning the National Championship!

Your dedication and sacrifice are honorable!

#KS02 #ksleg https://t.co/ZvQb6E6qVF",2019-11-04 18:44:10,False,1080307235350241280
1191415699098333184,"Around 1:15 ET, I’ll be on @CNN with @brikeilarcnn to discuss the latest news and my efforts to help Gold Star Families in Congress. I hope you’ll tune in!",2019-11-04 18:03:32,False,1080292515939565568
1191398054538235905,"Virginia — Election Day is TOMORROW. I encourage you to make a plan about when you will vote and how you will get to your polling place. To learn your registration status and the location of your polling place, click below!
https://t.co/wuOOXGTgCe",2019-11-04 16:53:25,False,1080292515939565568
1191363879684788224,"It was heartwarming to see Norfolk Police Officer Hoyt helping a resident with disabilities. I thank Officer Hoyt for his kindness and for all he does for our community. 

https://t.co/6DBSNHIsth",2019-11-04 14:37:38,False,1080292515939565568
1191404831191240704,"It's unacceptable that farmers continue to be pawns in a reckless trade war with no clear strategy. Family farmers pay the price for this, not this Administration. We need trade policies that prioritize long term growth &amp; open up markets for MN farmers. https://t.co/3De4ljCa1b",2019-11-04 17:20:21,False,1080222360643485698
1191385511883149314,"The unique mental health challenges farmers face must be addressed - now. I've helped introduce a bipartisan bill to train USDA officials so they can address farmer mental health, increase awareness of resources, &amp; reduce the stigma in our ag communities. https://t.co/WcxpF8RnEg",2019-11-04 16:03:35,False,1080222360643485698
1191423530660958208,#ICYMI: Last week I introduced the #MATEAct. There is not a community in MA or the US that is immune from substance use disorder - especially when it comes to the opioid crisis. This legislation would take dramatic steps in addressing this epidemic. More➡️https://t.co/0ftxfq8LCC,2019-11-04 18:34:39,False,1079802482640019456
1191418199134392321,Thank you Congressman @RepJohnLarson for joining us in #Haverhill to discuss the importance of preserving and expanding Social Security. Social Security reflects our values as Americans. https://t.co/o71YRZdDpN,2019-11-04 18:13:28,False,1079802482640019456
1191396466507624453,"The Cyber Range allows @UMassLowell to expand its pipeline of skilled individuals to other local companies. It’s easy to see why this campus was designated a National Center of Academic Excellence in Cyber Defense Research.

https://t.co/OMmiqkQkOM",2019-11-04 16:47:07,False,1079802482640019456
1191397833091551232,"Today we pay tribute to a true civil rights icon and #13thDistrictStrong's forever congressman, John Conyers Jr. May he rest in peace and power as we continue the fight he fought for so long. You can tune in to the funeral proceedings happening now here: https://t.co/58Ie6RFj6d.",2019-11-04 16:52:33,False,1079769536730140672
1191416066238345217,"Not just today, but every day. Let's never lose focus on helping those suffering with this horrible disease. https://t.co/Gzkvf0EzlI",2019-11-04 18:05:00,False,1078771848882593793
1191405267528880129,"I kicked off Veterans Appreciation Week today at Cinnaminson High School with our 'Visit with a Veteran' event. I want to thank U.S. Army veteran, Samuel Hayes, for his service and taking time to talk with students about the importance of service to our country. https://t.co/sBbVCWXPHz",2019-11-04 17:22:05,False,1078771848882593793
1191352351694753803,"Our next town hall is just one week away. This one will be a little different; you'll get a chance to hear from veterans across our community about their service, and why #VeteransDay is so important. Hope you can join for this important discussion. https://t.co/j97uG9wNOA",2019-11-04 13:51:49,False,1078771848882593793
1191421316492136448,"The Farm Workforce Modernization Act would help meet rural #VA07's need for steady access to qualified, legal labor &amp; make the H-2A guest worker program fairer for agribusiness &amp; workers. I'm proud to introduce this bill with 23 Democrats &amp; 21 Republicans. https://t.co/c2JpSFNJ8J",2019-11-04 18:25:52,False,1078771401497161728
1191361959557574656,"Don't forget! Our 16th session of #VA07 mobile office hours is coming up on Thursday. Drop by to connect with my district team, ask questions, and get assistance with a federal agency or benefit. https://t.co/zHvh58Y9le",2019-11-04 14:30:00,False,1078771401497161728
1191396085530550272,I had a great time yesterday evening joining community members for a robust discussion at the 4th Annual Symposium on Spirituality and the Environment at ⁦@HarHaShem⁩ https://t.co/ljpgqKRFIz,2019-11-04 16:45:36,False,1078749802765139968
1191395139396214784,"It has been 2,244 days since Colorado was hit with historic flooding. 

Communities in my district are still waiting on @FEMA to issue the guidance they need to rebuild. https://t.co/VKQQJxcL64",2019-11-04 16:41:50,False,1078749802765139968
1191424151564832771,Proud to join @KathyHochul @StatenIslUSA @Charlesdfall @MikeWReilly and @dianesavino to announce a $10 million investment to revitalize #DowntownStatenIsland. Great work across party lines to provide an economic boost to St. George and make sure Staten Island isn't forgotten. https://t.co/UfN23YZvyy,2019-11-04 18:37:07,False,1078692057940742144
1191404870911320066,"Over the last few days, I‘ve been in Turkey and Iraq as part of a bipartisan CODEL from the House Armed Services Committee. 

We have met with Turkish and Iraqi leaders to talk about countering ISIS, the U.S.–Turkey relationship, as well as our defense spending in the region: https://t.co/eoDLXs0Yml",2019-11-04 17:20:31,False,1078401427347857408
1191429379676688387,Diwali is a joyous occasion to come together and celebrate the triumph of light over darkness. I was so grateful to celebrate Diwali with friends from all over southeast Michigan this weekend. https://t.co/5bdI7edSg1,2019-11-04 18:57:54,False,1076161611033968640
1191437458497560576,"EL PASO: Looking forward to seeing you on Saturday, Nov. 16, at our November Town Hall.

I'll share my latest work #ForThePeople of El Paso and discuss the #ACA Open Enrollment. @unitedwayelpaso will host a healthcare resource fair. 👇🏽 

https://t.co/1c8oZlAqJE",2019-11-04 19:30:00,False,1075517806551154689
1191384610623631363,"17% of #DACA recipients are from Texas. Dreamers are an integral part of El Paso and our state’s culture and economy. 

This November 12, we must #ProtectTheDream and stand against @realDonaldTrump unlawful termination of #DACA.

https://t.co/VBKiBZHMb5",2019-11-04 16:00:00,False,1075517806551154689
1191390272745332739,I’m joining @DanODonnellShow at 10:35AM. Tune in to @newstalk1130! https://t.co/yB2zHHHA45,2019-11-04 16:22:30,False,1075205691621720064
1191354629604462592,We need to pass #USMCA. It is a win for Wisconsin and for America. https://t.co/EUX8kwlYSA,2019-11-04 14:00:52,False,1075205691621720064
1191401984341028869,"""Knowledge will forever govern ignorance; and a people who mean to be their own governors must arm themselves with the power which knowledge gives.""

- President James Madison, Father of the Constitution  

https://t.co/m9pJICcBWS

https://t.co/cgqzWnFJL8",2019-11-04 17:09:02,False,1075080722241736704
1191422103955730432,"Our students deserve to spend less and earn more. 

Today, I’m at @MoravianCollege and @LehighCarbonCC answering questions from students about how Congress is working to lower the cost of higher education through the #CollegeAffordabilityAct. https://t.co/tyMVpOR8c2",2019-11-04 18:28:59,False,1069636653353000962
1191435148077735938,"Love makes a family, and we can’t let the Trump Administration tell us otherwise. The Department of Health and Human Services should focus on placing kids in safe, loving homes and not on enacting discriminatory policies against LGBTQ Americans. https://t.co/cHQP9fx96x",2019-11-04 19:20:49,False,1067748650485497862
1191387150660624399,"All our students should be able to receive the education they need to get ahead, which is why I was glad to help kick off College Application Month at Memorial High School today. Learn how NHHEAF can help with your family’s planning at  https://t.co/PWW5odc7dv. https://t.co/1aJW1OTJps",2019-11-04 16:10:06,False,1067748650485497862
1191418708331311109,"This is rich! The man who refused to testify in person, and refused to answer ANY questions about obstruction of justice in the Special Counsel’s probe, now says “written answers not acceptable”. What’s it gonna be? #WhatsHeHiding https://t.co/IebXP6YLdl",2019-11-04 18:15:30,False,1067541214671577093
1191403054400245760,"The #OpenEnrollment period is currently here! The federal window ends December 15 but here in New York, you have until January 31 to enroll!

Find a plan that works for you and #GetCovered.

https://t.co/MY4L2gZYpG https://t.co/T7eFfd86K4",2019-11-04 17:13:18,False,1064595993222615040
1191367016831213570,"Some positivity for your Monday morning!

I applaud these 11 businesses and all others in our community dedicated to creating a welcoming environment for all.
https://t.co/Imstcbdp3d",2019-11-04 14:50:05,False,1064595993222615040
1191406912795004929,86% of all members of Congress operate leadership PACs. I’m proud to be among the few that don’t. And won’t. https://t.co/qV8be0mioU,2019-11-04 17:28:37,False,1061310112013434882
