tweet_id,text,created,retweet,user_id
1196145171999670272,".@POTUS did the right thing by pardoning Army 1st Lt. Clint Lorance. 

War is ugly. As a Green Beret, I understand firsthand how our soldiers are required to make split-second decisions. There’s a lot of gray area. https://t.co/AEOdNZ0bm6",2019-11-17 19:16:46,False,1082416697380913152
1196120541645721602,"📖Book of the week: American Moonshot 

Today, China challenges us in space like the Soviets did in the 1960s. 

America can’t be #1 in the world but #2 in space. 🚀 

Thank you @VP for your leadership on the #nationalspacecouncil! https://t.co/6yTVWX3JJU",2019-11-17 17:38:54,False,1082416697380913152
1196088101874962432,"Always love seeing our Anastasia State Park turtles! 

They really are a state treasure! https://t.co/z29XHdzlwK",2019-11-17 15:30:00,False,1082416697380913152
1196137767945801730,"Registered Apprenticeships are the gold standard in workforce training &amp; help Americans get the skills they need to compete in the modern economy.

I support expanding these high-quality programs to provide more Americans opportunities to succeed. #NationalApprenticeshipWeek https://t.co/7vRKi5nRO7",2019-11-17 18:47:21,False,1082380458976051202
1195874451847553024,"This week in 2015, hateful acts of terror shocked the world and the Paris community.

I offer my prayers and honor the 130 who were killed, the many more who were injured, and the families that were forever changed.",2019-11-17 01:21:02,False,1082380458976051202
1195849422443307011,"Liberals know that their sham impeachment inquiry is failing, so their strategy has been reduced to conniving cheap tricks to attack courageous leaders like @RepStefanik.

The American people aren’t fooled by their partisan motives. We are #TeamElise.",2019-11-16 23:41:34,False,1082311988926124036
1195814974419021824,"In the 21st century, nearly everything we do is online. Yet, too many Americans lack access to reliable broadband. Alongside @RepFinkenauer, I am working to help expand access to this critical resource for our rural communities in PA-13 and beyond. https://t.co/OyLNcJg5xw",2019-11-16 21:24:41,False,1082311988926124036
1196123804222840833,Congratulations to Heidi Adamski of #Meriden for being honored for her work with the @SpecialOlympics! The Special Olympics demonstrate that everyone has something to offer. https://t.co/IRwYVIEJxX,2019-11-17 17:51:52,False,1082086081238102018
1195841006681444353,Successfully completed service academy nomination interviews today. The future is bright for the next generation of commissioned officers for the United States Armed Forces. https://t.co/lNEA7fBkNb,2019-11-16 23:08:08,False,1082086081238102018
1196145965050322944,"This #ShamImpeachment continues with House Democrats attacking strong, courageous leaders, like @RepStefanik. This is why I stand with #TeamElise https://t.co/cRhtW1LgRd",2019-11-17 19:19:56,False,1081318716573470720
1196107894506299393,"Let’s talk about this. (thread)

In 2017, Americans were promised by large corporations that if we slashed their taxes, they’d invest it.

In the plot twist of the century, it turns out they started to pocket the money instead. So yes, they lied.

https://t.co/UhyI1SOcHa",2019-11-17 16:48:39,False,1081222837459996672
